Kode;Nama_bahan;Sumber;Air;ENERGI;PROTEIN;LEMAK;KH;SERAT;ABU;KALSIUM;FOSFOR;BESI;NATRIUM;KALIUM;TEMBAGA;SENG;RETINOL;B-KAR;KAR -TOTAL;THIAMIN;RIBOFLAVIN;NIASIN;VIT_C;BDD
NP001;pala biji kering;DABM-1964;14.3;518;7.5;36.4;40.1;3.5;1.7;120;240;4.6;2;78.7;0.94;2;0;7;0;0.2;0.02;0.5;0;95
NP002;balichong;KZGMI-2001;59.9;152;13.2;0.8;22.9;1.5;3.6;380;210;2.9;120;310;0.8;1.1;34;0;0;0.01;0.08;0.2;0;0
NP003;bekasam;KZGMI-2001;65.5;116;11.9;4.9;6.1;3.5;11.6;704;757;7.5;711;176;0.8;1.9;0;0;0;0;0.03;2.1;0;0
NP004;bekasang;KZGMI-2001;67.1;78;11.4;2;3.6;0.4;15.9;54;97;2.6;4016;121;0.2;4.8;0;0;0;0.15;0.12;0.6;0;0
NP005;cuka;DABM-1964;94.5;21;0.1;0.1;5;0;0.3;7;10;0.5;21;37.8;0;0;0;0;0;0.24;0;0.7;0;100
NP006;kecap;DABM-1964;63;71;5.7;1.3;9;0;21;123;96;5.7;1114;0;0.04;0;0;0;0;0;0;0;0;100
NP007;petis ikan;DABM-1964;56;165;20;0.2;20.8;0;3;37;36;2.8;0;0;0;0;0;0;0;0.01;0.2;0.8;0;100
NP008;petis udang kering;KZGPI- 1990;8.3;345;23.8;1.4;59.3;0;7.1;221;397;3.8;"1199
8";462.8;0.75;1.9;0;0;232;1.02;0.4;2.2;0;100
NP009;petis udang pasta;DABM-1964;39;220;15;0.9;38;2.3;7.1;37;36;2.8;7981;307.9;0.5;1.3;0;0;0;0.01;0.13;1.7;0;100
NP010;saos tomat;DABM-1964;69.5;110;2;0.4;24.5;0.9;3.6;12;18;0.8;890;129.6;0.18;0.3;0;357;570;0.09;0.06;1.7;11;100
NP011;tempoya;KZGMI-2001;70.1;110;1.7;1.3;21.9;2.6;5;190;45;2.9;597;486.3;0;0;0;71;0;0.3;0.04;1.1;0;100
NP012;terasi;KZGPI- 1990;33.8;155;22.3;2.9;9.9;2.7;31.1;3812;726;78.5;1664;821.4;0.99;2.4;0;0;0;0.24;0;3.3;0;100
NP013;terasi dobo;KZGMI-2001;58.4;191;33.1;3.6;6.6;1.6;11.5;2250;1130;22.9;650;1260;2.9;5;0;0;0;3.74;0.22;2;0;100
QR001;terasi merah;DABM-1964;40;174;30;3.5;5.6;2.2;20.4;100;150;3.1;7850;302.8;0.49;1.2;0;0;0;0;0.12;1.7;0;100
;kelapa muda air segar;DABM-1964;95.5;17;0.2;0.1;3.8;0;0.4;15;8;0.2;1;149;0.04;0.1;0;0;0;0;0;0;1;100
